UserID,TotalCourses,AvgSpend,DiversityScore,AvgRating,AvgDuration,AdvancedCourses,UserAge,UserGender,Cluster
U00442,1,285.05,1,1.96,34.78,,21,1,3
U00443,2,489.40999999999997,2,4.095,21.779999999999998,1.0,21,1,1
U00444,13,120.62923076923077,10,3.7700000000000005,23.583076923076923,7.0,15,1,0
U00445,1,285.05,1,1.96,34.78,,31,1,3
U00446,2,26.93,2,2.895,47.825,,19,1,2
U00447,1,0.0,1,3.02,9.71,,23,0,2
U00448,3,0.0,2,3.8366666666666673,25.02,,27,0,2
U00449,14,94.86,10,2.9135714285714287,29.665714285714284,5.0,33,1,0
U00450,12,105.20333333333333,7,3.125,27.971666666666668,6.0,20,0,0
U00451,1,248.1,1,1.2,9.4,,20,0,3
U00452,3,19.106666666666666,3,3.706666666666667,26.560000000000002,3.0,23,0,2
U00453,1,490.9,1,4.55,7.55,,20,0,1
U00454,4,189.53,3,3.4774999999999996,22.475,,28,1,0
U00455,3,0.0,3,3.24,37.68,,19,0,2
U00456,2,0.0,2,2.58,9.33,,24,1,2
U00457,2,18.945,2,3.045,26.740000000000002,2.0,34,1,2
U00458,4,51.8175,4,3.0324999999999998,25.657500000000002,2.0,31,1,2
U00459,1,0.0,1,3.45,33.93,,22,0,2
U00460,2,207.755,2,3.38,30.485,,24,1,3
U00461,2,245.45,2,4.640000000000001,27.625,,21,1,3
U00462,2,163.01,2,3.74,20.34,1.0,30,0,0
U00463,1,0.0,1,3.45,33.93,,18,1,2
U00464,12,85.33833333333332,7,2.8266666666666667,35.07083333333333,3.0,25,0,0
U00465,1,0.78,1,3.89,44.96,1.0,26,0,2
U00466,2,106.195,2,3.9349999999999996,32.785,1.0,32,1,0
U00467,1,0.0,1,2.38,16.74,1.0,34,0,2
U00468,1,0.0,1,4.94,42.59,,19,1,2
U00469,2,0.0,2,1.9,28.2,1.0,20,1,2
U00470,1,89.59,1,2.68,1.55,,18,1,0
U00471,1,0.0,1,4.44,1.46,,31,1,2
U00472,1,0.0,1,4.68,15.75,,22,1,2
U00473,3,114.20333333333333,3,3.0966666666666662,27.346666666666664,,32,1,0
U00474,1,57.32,1,4.74,43.95,1.0,31,0,2
U00475,3,201.45333333333335,3,2.4166666666666665,23.560000000000002,1.0,24,0,3
U00476,2,138.185,2,2.1550000000000002,27.6,2.0,29,1,0
U00477,1,37.89,1,1.3,24.11,1.0,19,0,2
U00478,2,28.66,2,3.2350000000000003,41.22,1.0,30,0,2
U00479,2,0.0,2,2.8499999999999996,32.655,1.0,33,0,2
U00480,1,0.0,1,4.66,5.95,,20,1,2
U00481,1,326.02,1,2.69,11.31,,32,1,3
U00482,1,0.0,1,4.66,5.95,,33,1,2
U00483,1,487.92,1,3.64,36.01,1.0,22,0,1
U00484,2,0.0,2,2.725,23.705000000000002,,16,0,2
U00485,1,0.0,1,4.68,15.75,,29,1,2
U00486,2,0.0,2,4.09,40.815,,21,1,2
U00487,2,0.0,1,3.335,21.175,,15,1,2
U00488,2,59.52,2,2.6799999999999997,36.045,1.0,20,0,2
U00489,3,149.37333333333333,3,1.6500000000000001,36.949999999999996,,18,0,0
U00490,1,0.0,1,3.15,22.29,1.0,33,0,2
U00491,1,394.26,1,1.35,47.44,,20,0,1
U00492,1,177.34,1,3.89,49.73,1.0,20,1,0
U00493,1,0.0,1,3.45,33.93,,30,0,2
U00494,13,77.46153846153847,10,3.180769230769231,26.793846153846154,6.0,26,0,0
U00495,2,142.525,2,3.235,41.485,,35,1,0
U00496,1,0.0,1,2.38,16.74,1.0,29,1,2
U00497,3,0.0,2,3.0533333333333332,44.01,,21,1,2
U00498,3,0.0,3,4.073333333333333,28.709999999999997,,20,1,2
U00499,1,415.51,1,3.11,28.33,,21,0,1
U00500,2,295.355,2,3.02,13.27,,16,1,3
U00501,1,0.0,1,3.93,48.25,,26,1,2
U00502,2,0.39,2,3.87,32.245000000000005,1.0,22,1,2
U00503,2,0.0,2,4.475,24.825,,15,0,2
U00504,2,0.0,2,3.625,48.41,,16,0,2
U00505,1,0.0,1,4.1,34.83,,17,0,2
U00506,1,0.0,1,3.6,1.2,,33,1,2
U00507,2,88.67,2,3.455,29.72,1.0,15,0,0
U00508,1,0.0,1,4.44,1.46,,28,1,2
U00509,1,0.0,1,4.14,31.77,,20,1,2
U00510,1,0.0,1,2.0,15.84,1.0,15,0,2
U00511,1,0.0,1,2.98,18.0,1.0,28,0,2
U00512,2,163.01,2,2.14,8.835,1.0,22,0,0
U00513,1,0.0,1,4.44,1.46,,25,0,2
U00514,3,196.65333333333334,2,3.3966666666666665,34.74,1.0,30,1,0
U00515,2,0.0,2,3.085,16.0,1.0,19,1,2
U00516,1,177.34,1,3.89,49.73,1.0,33,1,0
U00517,1,0.0,1,3.6,1.2,,22,1,2
U00518,1,415.51,1,3.11,28.33,,20,1,1
U00519,1,0.0,1,3.6,1.2,,27,1,2
U00520,1,0.0,1,3.6,1.2,,29,0,2
U00521,1,0.0,1,1.81,9.3,1.0,26,1,2
U00522,1,0.0,1,4.68,15.75,,21,0,2
U00523,1,342.61,1,4.84,17.14,,31,0,3
U00524,2,59.52,1,3.445,27.59,,24,0,2
U00525,1,0.0,1,4.66,5.95,,31,0,2
U00526,1,0.0,1,3.64,42.7,,24,0,2
U00527,2,0.0,2,3.8200000000000003,11.975,1.0,18,0,2
U00528,1,0.0,1,1.28,28.68,,26,1,2
U00529,2,0.0,2,2.105,28.099999999999998,1.0,25,0,2
U00530,1,53.86,1,2.47,47.08,,35,1,2
U00531,2,197.13,2,2.8950000000000005,24.45,,24,0,0
U00532,1,472.28,1,4.74,11.0,,15,1,1
U00533,2,0.0,2,3.665,45.68,1.0,29,0,2
U00534,4,44.335,4,2.83,33.1575,2.0,27,1,2
U00535,2,207.755,2,3.52,38.29,,23,0,3
U00536,1,0.0,1,3.45,33.93,,35,1,2
U00537,2,173.355,2,3.01,16.395,2.0,25,1,0
U00538,1,0.0,1,3.15,22.29,1.0,20,0,2
U00539,1,299.57,1,3.74,48.32,,25,0,3
U00540,1,53.86,1,2.47,47.08,,15,0,2
U00541,3,110.02333333333333,3,3.39,28.75666666666667,3.0,19,0,0
U00542,1,0.0,1,3.15,22.29,1.0,32,0,2
U00543,13,105.47846153846154,10,2.9076923076923076,21.06692307692308,2.0,18,1,0
U00544,1,0.0,1,3.85,19.53,,30,0,2
U00545,1,0.0,1,3.64,42.7,,18,1,2
U00546,1,0.0,1,4.1,34.83,,25,0,2
U00547,1,177.34,1,3.89,49.73,1.0,19,1,0
U00548,14,137.2892857142857,9,2.8528571428571428,20.524285714285718,6.0,32,1,0
U00549,1,53.86,1,2.47,47.08,,17,1,2
U00550,2,0.0,2,2.6399999999999997,44.375,2.0,17,0,2
U00551,4,58.665,4,4.105,39.5225,2.0,35,0,2
U00552,2,0.0,2,2.005,30.73,,30,1,2
U00553,2,0.0,2,3.225,15.565,2.0,15,0,2
U00554,1,285.05,1,1.96,34.78,,18,0,3
U00555,1,415.51,1,3.11,28.33,,17,1,1
U00556,14,93.98,9,3.281428571428571,28.607142857142858,6.0,25,1,0
U00557,2,0.39,2,4.34,37.165,2.0,31,0,2
U00558,1,0.0,1,4.14,31.77,,32,0,2
U00559,11,65.38272727272728,9,2.5172727272727276,29.928181818181816,4.0,20,0,0
U00560,2,395.235,2,4.145,27.935,,32,0,1
U00561,1,0.0,1,4.68,15.75,,33,0,2
U00562,15,106.56333333333333,10,2.4859999999999998,22.936,7.0,23,1,0
U00563,2,0.0,2,3.22,8.65,1.0,31,1,2
U00564,1,53.86,1,2.47,47.08,,15,0,2
U00565,2,124.05,2,1.67,9.175,,28,0,0
U00566,2,0.39,2,4.275,25.455000000000002,1.0,31,0,2
U00567,1,285.05,1,1.96,34.78,,20,0,3
U00568,1,0.0,1,3.15,22.29,1.0,16,1,2
U00569,14,75.96071428571429,7,3.0749999999999997,22.22142857142857,7.0,15,1,0
U00570,14,55.54785714285714,9,3.4992857142857146,26.87,4.0,27,0,2
U00571,2,0.0,2,4.324999999999999,39.98,,22,1,2
U00572,13,43.636923076923075,9,3.1284615384615386,32.35,5.0,32,0,2
U00573,11,95.20818181818181,8,3.0790909090909087,27.20090909090909,3.0,30,0,0
U00574,14,55.686428571428564,9,2.6185714285714288,19.851428571428574,7.0,33,1,2
U00575,1,0.0,1,4.1,34.83,,35,0,2
U00576,13,77.05692307692308,9,3.3969230769230774,24.32384615384615,6.0,16,0,0
U00577,1,342.61,1,4.84,17.14,,17,1,3
U00578,1,0.0,1,4.66,5.95,,26,0,2
U00579,1,0.0,1,3.85,19.53,,34,0,2
U00580,3,0.0,3,2.75,33.016666666666666,,24,1,2
U00581,2,44.795,2,2.675,20.81,1.0,32,1,2
U00582,1,0.0,1,2.88,45.13,,26,0,2
U00583,1,0.0,1,2.38,16.74,1.0,21,1,2
U00584,14,182.84642857142856,8,2.7164285714285716,29.535,5.0,31,1,0
U00585,2,0.0,2,2.2249999999999996,32.45,,19,1,2
U00586,1,299.57,1,3.74,48.32,,21,0,3
U00587,2,173.355,2,2.54,11.475000000000001,1.0,22,1,0
U00588,1,57.32,1,4.74,43.95,1.0,24,0,2
U00589,1,0.0,1,1.52,2.87,1.0,19,1,2
U00590,1,0.0,1,3.15,22.29,1.0,19,0,2
U00591,2,0.0,2,2.87,5.074999999999999,,35,0,2
U00592,14,68.79857142857142,8,3.4057142857142857,27.106428571428573,3.0,18,1,0
U00593,2,44.795,2,2.3449999999999998,8.495,1.0,23,0,2
U00594,1,0.0,1,3.85,19.53,,20,0,2
U00595,14,76.81857142857143,9,2.6028571428571428,30.06714285714286,5.0,29,0,0
U00596,2,88.67,2,3.605,49.15,1.0,26,0,0
U00597,1,248.1,1,1.2,9.4,,28,1,3
U00598,1,415.51,1,3.11,28.33,,28,0,1
U00599,1,0.0,1,1.73,38.49,,33,0,2
U00600,1,0.0,1,2.14,8.95,,21,0,2
U00601,1,0.0,1,2.67,40.07,1.0,24,0,2
U00602,3,0.0,3,3.85,18.303333333333335,,25,1,2
U00603,2,0.39,2,3.995,39.894999999999996,1.0,35,0,2
U00604,14,47.317142857142855,9,2.843571428571429,31.139999999999997,6.0,30,1,2
U00605,3,39.22666666666667,3,3.643333333333333,44.49,1.0,30,1,2
U00606,2,0.0,2,3.255,32.015,1.0,33,1,2
U00607,2,142.995,2,1.25,16.755,1.0,30,0,0
U00608,1,0.0,1,2.43,37.7,,31,0,2
U00609,4,81.9975,4,2.8275,22.6175,2.0,33,1,0
U00610,1,0.0,1,4.79,29.37,1.0,19,0,2
U00611,2,207.755,2,3.065,19.02,,30,0,3
U00612,1,57.32,1,4.74,43.95,1.0,23,0,2
U00613,2,245.45,2,2.915,18.115,,24,0,3
U00614,1,0.0,1,4.44,1.46,,23,1,2
U00615,1,0.0,1,3.15,22.29,1.0,20,0,2
U00616,2,0.0,2,3.035,28.6,,19,1,2
U00617,1,0.0,1,3.02,9.71,,18,1,2
U00618,1,0.0,1,2.14,8.95,,22,0,2
U00619,12,53.054166666666674,9,3.4450000000000003,30.127499999999998,4.0,32,1,2
U00620,1,0.0,1,1.59,6.36,1.0,30,0,2
U00621,2,0.0,2,1.975,34.375,1.0,20,0,2
U00622,13,40.31153846153846,8,3.5276923076923077,29.322307692307692,6.0,28,1,2
U00623,2,59.52,2,3.705,14.68,,23,1,2
U00624,2,0.0,2,3.915,48.379999999999995,,34,1,2
U00625,4,98.565,3,3.1950000000000003,37.7575,1.0,28,0,0
U00626,1,177.34,1,3.89,49.73,1.0,19,0,0
U00627,4,121.98,3,1.945,29.877499999999998,1.0,34,1,0
U00628,2,236.14,2,4.03,29.785,,32,1,3
U00629,1,0.0,1,2.61,48.68,1.0,20,1,2
U00630,3,98.79333333333334,2,3.5933333333333333,34.97,1.0,17,0,0
U00631,2,0.0,2,4.19,31.77,1.0,20,0,2
U00632,1,0.0,1,1.81,9.3,1.0,26,1,2
U00633,14,84.10357142857143,9,2.855,33.662142857142854,7.0,35,1,0
U00634,3,92.12333333333333,2,3.44,28.80666666666667,3.0,15,1,0
U00635,1,0.0,1,4.73,47.7,,26,1,2
U00636,13,130.9023076923077,10,3.174615384615385,23.18846153846154,4.0,21,1,0
U00637,2,264.8,2,4.74,27.475,1.0,22,1,3
U00638,2,28.66,1,3.705,42.010000000000005,2.0,19,1,2
U00639,14,72.20428571428572,8,3.0192857142857146,27.605,6.0,33,1,0
U00640,1,490.9,1,4.55,7.55,,31,0,1
U00641,1,342.61,1,4.84,17.14,,32,0,3
U00642,2,0.0,2,2.66,32.205,1.0,17,0,2
U00643,1,327.99,1,1.51,12.13,,20,1,3
U00644,1,0.0,1,2.88,45.13,,20,1,2
U00645,1,299.57,1,3.74,48.32,,23,1,3
U00646,1,0.0,1,2.88,45.13,,29,1,2
U00647,1,487.92,1,3.64,36.01,1.0,26,1,1
U00648,2,236.14,2,4.7,8.475,,19,0,3
U00649,1,415.51,1,3.11,28.33,,32,0,1
U00650,1,0.0,1,4.72,42.68,,26,1,2
U00651,4,74.095,3,3.3425000000000002,34.45,1.0,29,0,0
U00652,2,197.13,2,2.335,48.004999999999995,,16,1,0
U00653,1,346.71,1,1.23,3.42,1.0,15,0,3
U00654,2,26.93,2,1.875,37.879999999999995,,24,0,2
U00655,1,53.86,1,2.47,47.08,,33,1,2
U00656,1,0.0,1,4.14,31.77,,31,0,2
U00657,1,89.59,1,2.68,1.55,,23,0,0
U00658,1,0.0,1,4.66,5.95,,23,1,2
U00659,2,0.0,2,4.41,23.759999999999998,,33,0,2
U00660,2,288.755,2,3.16,18.779999999999998,1.0,22,0,3
U00661,4,53.0975,3,2.87,28.8575,1.0,23,1,2
U00662,1,285.05,1,1.96,34.78,,30,1,3
U00663,1,285.05,1,1.96,34.78,,35,0,3
U00664,1,117.68,1,2.57,48.09,1.0,17,0,0
U00665,1,37.89,1,1.3,24.11,1.0,35,0,2
U00666,12,80.81,9,2.910833333333333,24.3325,6.0,30,1,0
U00667,2,106.195,2,3.065,20.445,2.0,18,1,0
U00668,2,0.0,2,4.32,24.450000000000003,1.0,34,1,2
U00669,1,248.1,1,1.2,9.4,,20,1,3
U00670,2,0.0,2,4.52,38.71,,17,0,2
U00671,1,0.0,1,3.15,22.29,1.0,18,1,2
U00672,1,0.0,1,4.11,46.25,,15,0,2
U00673,2,190.25,2,3.07,20.625,1.0,24,1,0
U00674,1,0.0,1,2.0,15.84,1.0,21,0,2
U00675,1,0.0,1,2.01,15.44,1.0,20,1,2
U00676,2,0.0,2,3.1550000000000002,16.12,2.0,32,0,2
U00677,1,415.51,1,3.11,28.33,,35,1,1
U00678,1,0.0,1,4.14,31.77,,33,1,2
U00679,1,276.37,1,2.72,48.84,1.0,28,0,3
U00680,1,487.92,1,3.64,36.01,1.0,35,1,1
U00681,2,0.0,2,3.3,28.11,1.0,32,0,2
U00682,1,0.0,1,4.44,1.46,,33,0,2
U00683,1,0.0,1,2.61,48.68,1.0,20,1,2
U00684,3,0.0,2,3.0666666666666664,24.30666666666667,2.0,28,1,2
U00685,1,487.92,1,3.64,36.01,1.0,29,1,1
U00686,1,0.0,1,2.2,40.76,,35,1,2
U00687,15,118.366,11,2.806,33.958666666666666,5.0,29,1,0
U00688,2,0.39,1,2.85,27.130000000000003,2.0,30,1,2
U00689,2,0.0,2,3.67,48.19,1.0,19,1,2
U00690,1,0.0,1,4.66,5.95,,29,1,2
U00691,1,0.0,1,2.61,48.68,1.0,16,1,2
U00692,1,0.0,1,3.45,33.93,,27,0,2
U00693,1,57.32,1,4.74,43.95,1.0,35,1,2
U00694,1,0.0,1,3.6,1.2,,33,1,2
U00695,1,0.0,1,4.45,15.29,1.0,31,1,2
U00696,1,0.0,1,3.45,33.93,,25,0,2
U00697,1,0.0,1,3.85,19.53,,32,1,2
U00698,2,18.945,2,3.045,26.740000000000002,2.0,32,1,2
U00699,2,0.0,2,3.2649999999999997,25.990000000000002,1.0,20,0,2
U00700,1,117.68,1,2.57,48.09,1.0,25,0,0
U00701,14,102.54785714285715,10,3.005,28.529285714285717,5.0,32,0,0
U00702,3,0.0,3,2.5066666666666664,34.53666666666667,2.0,22,1,2
U00703,3,156.45666666666668,3,2.6533333333333333,30.716666666666665,1.0,32,1,0
U00704,13,117.55692307692308,8,3.506153846153846,18.649230769230773,4.0,30,0,0
U00705,1,0.0,1,4.79,29.37,1.0,15,0,2
U00706,2,393.745,2,3.6900000000000004,42.165,1.0,21,0,1
U00707,1,0.0,1,4.51,48.19,,29,0,2
U00708,1,0.0,1,4.72,42.68,,29,1,2
U00709,14,74.49428571428572,10,3.5092857142857143,29.696428571428573,5.0,23,1,0
U00710,1,248.1,1,1.2,9.4,,19,0,3
U00711,2,163.995,2,2.415,30.35,,27,0,0
U00712,2,0.0,2,3.05,25.335,1.0,27,1,2
U00713,1,472.28,1,4.74,11.0,,17,1,1
U00714,3,0.0,3,4.273333333333333,28.926666666666666,,25,0,2
U00715,1,0.0,1,3.15,22.29,1.0,25,1,2
U00716,4,73.755,3,3.005,39.245000000000005,2.0,29,0,0
U00717,1,0.0,1,1.91,26.52,,34,1,2
U00718,2,142.525,2,2.42,39.955,,27,1,0
U00719,1,117.68,1,2.57,48.09,1.0,25,1,0
U00720,1,415.51,1,3.11,28.33,,17,1,1
U00721,1,0.0,1,2.61,48.68,1.0,20,1,2
U00722,3,92.12333333333333,3,1.95,27.003333333333334,2.0,16,1,0
U00723,14,86.69000000000001,10,3.0942857142857143,28.18285714285714,5.0,35,0,0
U00724,15,91.72066666666666,9,3.530666666666667,23.15,5.0,16,1,0
U00725,1,0.0,1,3.32,48.57,,28,1,2
U00726,1,472.28,1,4.74,11.0,,26,1,1
U00727,4,97.4325,3,3.0225,32.3575,4.0,33,1,0
U00728,1,0.0,1,4.11,46.25,,17,0,2
U00729,2,0.0,2,3.835,37.25,1.0,30,0,2
U00730,2,243.96,2,3.31,27.005,2.0,30,0,3
U00731,2,142.525,2,2.6399999999999997,41.675,,16,0,0
U00732,1,394.26,1,1.35,47.44,,22,0,1
U00733,1,0.0,1,2.61,48.68,1.0,28,1,2
U00734,4,74.8925,3,2.7875,22.5525,2.0,20,0,0
U00735,2,106.195,2,2.575,19.365000000000002,2.0,17,0,0
U00736,1,0.0,1,4.73,47.7,,19,1,2
U00737,2,103.635,2,2.625,24.82,1.0,18,0,0
U00738,3,83.42666666666666,3,3.1300000000000003,29.863333333333333,2.0,29,1,0
U00739,1,0.0,1,4.1,34.83,,25,1,2
U00740,1,327.99,1,1.51,12.13,,34,1,3
U00741,4,115.41250000000001,3,4.1125,28.75,,33,1,0
U00742,1,327.99,1,1.51,12.13,,29,0,3
U00743,4,9.4725,3,1.96,28.665,2.0,19,0,2
U00744,1,0.0,1,2.98,18.0,1.0,15,0,2
U00745,2,0.0,2,2.335,12.58,2.0,29,1,2
U00746,2,138.185,2,2.3600000000000003,32.34,2.0,28,0,0
U00747,1,0.0,1,2.2,40.76,,28,1,2
U00748,2,0.0,2,2.335,27.955,2.0,30,1,2
U00749,1,0.0,1,4.72,42.68,,18,0,2
U00750,1,487.92,1,3.64,36.01,1.0,23,1,1
U00751,1,0.0,1,1.28,28.68,,19,0,2
U00752,13,128.20384615384614,9,2.8469230769230767,28.656153846153845,5.0,30,0,0
U00753,2,0.0,2,3.495,45.69,,28,0,2
U00754,1,490.9,1,4.55,7.55,,33,0,1
U00755,1,0.0,1,1.91,26.52,,31,0,2
U00756,1,0.0,1,4.1,34.83,,33,1,2
U00757,1,53.86,1,2.47,47.08,,22,1,2
U00758,1,0.0,1,2.0,15.84,1.0,16,0,2
U00759,1,0.78,1,3.89,44.96,1.0,22,0,2
U00760,13,121.8223076923077,9,3.2353846153846155,27.664615384615384,1.0,21,1,0
U00761,1,0.0,1,4.44,1.46,,31,0,2
U00762,1,346.71,1,1.23,3.42,1.0,22,1,3
U00763,1,0.0,1,3.02,9.71,,16,0,2
U00764,2,0.0,1,2.495,16.72,2.0,18,0,2
U00765,11,108.0,7,2.641818181818182,21.19363636363636,3.0,31,1,0
U00766,3,0.0,2,4.333333333333333,36.81666666666667,1.0,31,1,2
U00767,14,109.25142857142858,10,3.0335714285714284,33.39,6.0,16,1,0
U00768,2,0.0,2,3.59,44.129999999999995,1.0,19,0,2
U00769,1,0.0,1,4.45,15.29,1.0,16,1,2
U00770,1,0.0,1,4.73,47.7,,29,0,2
U00771,1,285.05,1,1.96,34.78,,18,0,3
U00772,13,26.354615384615386,9,3.547692307692308,25.04076923076923,4.0,24,1,2
U00773,1,119.04,1,2.75,23.41,,25,1,0
U00774,1,0.0,1,2.38,16.74,1.0,27,0,2
U00775,14,99.38571428571429,8,3.281428571428571,28.51928571428571,2.0,29,1,0
U00776,1,490.9,1,4.55,7.55,,26,1,1
U00777,4,249.97,4,3.6675,34.7475,2.0,29,0,3
U00778,2,0.0,2,2.355,28.245,1.0,33,0,2
U00779,1,0.0,1,2.38,16.74,1.0,24,1,2
U00780,1,0.0,1,2.43,37.7,,32,1,2
U00781,1,0.0,1,3.6,1.2,,18,1,2
U00782,1,0.0,1,2.61,48.68,1.0,25,0,2
U00783,2,28.66,2,3.88,26.830000000000002,1.0,35,1,2
U00784,2,149.785,2,4.21,32.035,,22,1,0
U00785,1,0.0,1,4.66,5.95,,17,1,2
U00786,13,91.82307692307693,8,3.2807692307692307,29.597692307692306,7.0,32,1,0
U00787,9,56.68555555555555,6,3.12,24.625555555555554,2.0,29,1,2
U00788,2,0.0,2,1.935,23.72,,24,0,2
U00789,2,18.945,2,2.475,28.375,1.0,17,1,2
U00790,2,173.74499999999998,2,2.56,24.19,2.0,16,1,0
U00791,2,44.795,2,3.305,24.9,,34,1,2
U00792,1,346.71,1,1.23,3.42,1.0,20,0,3
U00793,4,53.0975,3,3.45,18.5575,2.0,19,0,2
U00794,2,0.0,2,2.58,22.785,1.0,23,1,2
U00795,3,95.01666666666667,3,2.9466666666666668,30.429999999999996,,34,1,0
U00796,2,106.195,2,2.215,25.785,1.0,22,1,0
U00797,3,0.0,3,3.4499999999999997,28.46666666666667,1.0,20,0,2
U00798,1,0.0,1,1.52,2.87,1.0,19,1,2
U00799,2,0.0,2,2.925,36.7,,26,1,2
U00800,2,207.755,2,3.92,38.015,,29,1,3
U00801,2,207.755,2,3.92,38.015,,32,1,3
U00802,2,59.52,2,2.95,22.85,1.0,31,0,2
U00803,3,92.12333333333333,3,2.9633333333333334,26.94666666666667,2.0,26,0,0
U00804,2,44.795,2,1.98,15.115,,24,1,2
U00805,1,0.0,1,4.11,46.25,,18,1,2
U00806,1,0.0,1,3.65,32.64,,27,0,2
U00807,1,342.61,1,4.84,17.14,,35,1,3
U00808,1,0.0,1,3.64,42.7,,27,1,2
U00809,1,490.9,1,4.55,7.55,,24,0,1
U00810,1,276.37,1,2.72,48.84,1.0,28,0,3
U00811,3,162.64000000000001,2,3.0533333333333332,41.78,1.0,25,1,0
U00812,3,95.01666666666667,2,3.64,32.75333333333333,1.0,24,1,0
U00813,4,0.0,4,3.815,23.7025,1.0,33,0,2
U00814,1,0.0,1,2.01,15.44,1.0,21,1,2
U00815,2,207.755,2,3.92,38.015,,17,0,3
U00816,3,29.863333333333333,3,2.106666666666667,22.186666666666667,,34,0,2
U00817,1,0.0,1,3.32,48.57,,35,1,2
U00818,1,0.0,1,4.79,29.37,1.0,20,1,2
U00819,14,81.67214285714286,9,3.027857142857143,23.73071428571429,5.0,28,1,0
U00820,3,162.64000000000001,3,3.126666666666667,15.386666666666665,1.0,31,1,0
U00821,13,122.86923076923077,11,2.9061538461538463,24.70384615384615,3.0,23,0,0
U00822,1,0.0,1,2.43,37.7,,35,1,2
U00823,1,212.39,1,3.15,22.89,1.0,22,0,3
U00824,1,0.0,1,4.1,34.83,,27,0,2
U00825,3,162.64000000000001,3,3.703333333333333,20.336666666666666,2.0,26,0,0
U00826,1,53.86,1,2.47,47.08,,16,0,2
U00827,2,0.0,2,4.41,38.754999999999995,,26,1,2
U00828,3,197.61666666666667,3,3.9066666666666663,40.24666666666666,1.0,25,0,0
U00829,16,83.644375,8,3.054375,28.1275,3.0,22,0,0
U00830,1,326.02,1,2.69,11.31,,26,1,3
U00831,2,0.0,2,3.16,28.744999999999997,1.0,18,0,2
U00832,1,0.0,1,3.85,19.53,,20,1,2
U00833,3,0.0,3,2.0066666666666664,21.833333333333332,2.0,32,1,2
U00834,1,0.0,1,2.2,40.76,,30,0,2
U00835,1,0.0,1,3.02,9.71,,33,1,2
U00836,15,62.11333333333334,9,2.886,31.968,3.0,29,1,2
U00837,4,71.2625,3,2.5175,25.247500000000002,1.0,28,0,0
U00838,12,85.59916666666668,8,2.8408333333333338,28.470833333333335,6.0,25,1,0
U00839,1,0.0,1,4.94,42.59,,33,0,2
U00840,3,131.42,3,2.4533333333333336,41.27333333333333,,18,0,0
U00841,1,0.0,1,1.91,26.52,,29,1,2
U00842,2,44.795,2,2.7800000000000002,23.34,,21,1,2
U00843,1,276.37,1,2.72,48.84,1.0,21,0,3
U00844,1,0.0,1,4.72,42.68,,26,0,2
U00845,1,53.86,1,2.47,47.08,,25,1,2
U00846,1,57.32,1,4.74,43.95,1.0,16,0,2
U00847,1,0.0,1,4.66,5.95,,23,0,2
U00848,4,103.8775,3,3.7825,33.6425,1.0,28,0,0
U00849,2,124.05,1,2.42,26.05,,20,0,0
U00850,15,59.86333333333334,9,3.0846666666666662,18.318666666666665,8.0,26,0,2
U00851,1,0.0,1,4.73,47.7,,21,0,2
U00852,13,121.47230769230768,8,3.4723076923076923,24.525384615384613,4.0,23,0,0
U00853,2,0.0,2,2.92,42.370000000000005,,24,0,2
U00854,2,149.785,2,3.3600000000000003,33.16,1.0,28,0,0
U00855,1,0.0,1,1.28,28.68,,15,1,2
U00856,1,0.0,1,2.14,8.95,,21,1,2
U00857,1,0.0,1,3.32,48.57,,15,0,2
U00858,15,26.431333333333335,8,3.258666666666667,27.19,4.0,20,0,2
U00859,1,0.0,1,3.02,9.71,,22,0,2
U00860,1,490.9,1,4.55,7.55,,23,1,1
U00861,1,0.0,1,1.73,38.49,,22,1,2
U00862,1,487.92,1,3.64,36.01,1.0,18,1,1
U00863,1,0.0,1,2.88,45.13,,23,1,2
U00864,1,0.0,1,2.0,15.84,1.0,22,1,2
U00865,1,285.05,1,1.96,34.78,,27,0,3
U00866,1,0.0,1,4.73,47.7,,30,0,2
U00867,1,0.0,1,2.61,48.68,1.0,30,0,2
U00868,1,0.0,1,2.14,8.95,,16,1,2
U00869,1,0.0,1,2.01,15.44,1.0,19,0,2
U00870,15,64.40933333333334,10,3.4386666666666668,27.992,6.0,22,0,0
U00871,2,0.0,2,2.0549999999999997,27.615000000000002,1.0,26,0,2
U00872,1,0.0,1,3.32,48.57,,27,0,2
U00873,1,0.0,1,4.45,15.29,1.0,28,0,2
U00874,12,181.31166666666664,10,3.276666666666667,30.485833333333332,5.0,25,0,0
U00875,1,57.32,1,4.74,43.95,1.0,23,0,2
U00876,14,168.03571428571428,11,3.662857142857143,27.455714285714286,5.0,27,0,0
U00877,1,490.9,1,4.55,7.55,,35,0,1
U00878,1,177.34,1,3.89,49.73,1.0,31,0,0
U00879,3,129.72,3,3.5100000000000002,32.04,,18,1,0
U00880,1,177.34,1,3.89,49.73,1.0,15,0,0
U00881,16,168.96,10,3.0825,28.813125,3.0,34,1,0
U00882,1,0.0,1,2.14,8.95,,34,1,2
U00883,3,157.42666666666665,3,3.83,30.483333333333334,1.0,27,1,0
U00884,1,487.92,1,3.64,36.01,1.0,19,0,1
U00885,1,117.68,1,2.57,48.09,1.0,28,1,0
U00886,2,0.0,2,1.505,33.585,,22,1,2
U00887,1,0.0,1,2.14,8.95,,17,0,2
U00888,4,122.91999999999999,3,3.525,20.335,2.0,15,0,0
